onset_scan_mask_number,severity_mask_number,mrs_mask_number,age_mask_number,infarction_mask_number,precise_mask_number,sleep_mask_number,anticoag_mask_number,Probabilities,Thrombolysis_real
0,1,2,1,1,1,0,0,"[0.21 0.43 0.31 0.28 0.5  0.8  0.08 0.45 0.32 0.18 0.45 0.49 0.58 0.19
 0.39 0.11 0.01 0.53 0.43 0.17 0.31 0.24 0.42 0.67 0.29 0.37 0.07 0.47
 0.61 0.34 0.16 0.27 0.4  0.58 0.05 0.27 0.43 0.57 0.54 0.36 0.67 0.57
 0.74 0.67 0.14 0.12 0.13 0.64 0.08 0.49 0.54 0.06 0.5  0.34 0.68 0.71
 0.59 0.33 0.76 0.29 0.21 0.59 0.44 0.52 0.13 0.12 0.64 0.19 0.45 0.51
 0.21 0.51 0.39 0.08 0.42 0.28 0.71 0.49 0.39 0.64 0.5  0.19 0.14 0.57
 0.56 0.09 0.26 0.26 0.65 0.58 0.61 0.38 0.51 0.58 0.64 0.47 0.25 0.47
 0.08 0.55 0.42 0.33 0.19 0.61 0.47 0.36 0.14 0.37 0.45 0.29 0.4  0.31
 0.38 0.58 0.01 0.21 0.9  0.09 0.12 0.57 0.13]","[0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 1 0 0 1
 0 0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 0 1 0 0 0 1 0
 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 1]"
0,1,2,1,1,1,0,1,"[0.64 0.04 0.29 0.22 0.36 0.39 0.67 0.05 0.64 0.28 0.01 0.1  0.11 0.35
 0.48 0.1  0.36 0.28 0.28 0.29 0.24 0.62 0.3  0.17 0.45 0.33 0.37 0.64
 0.68 0.11 0.16 0.2  0.16 0.68 0.06 0.34 0.76 0.46 0.07 0.7  0.51 0.16
 0.07 0.1  0.16 0.12 0.72 0.1  0.34 0.04 0.   0.05 0.03 0.44 0.34 0.49
 0.07 0.31 0.26 0.02 0.18 0.09 0.62 0.13 0.06 0.04 0.52 0.05 0.48 0.13
 0.39 0.3  0.29 0.12 0.41 0.11]","[0 0 1 0 1 1 0 0 1 0 0 0 0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0
 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0
 0 0]"
0,1,2,1,1,1,1,0,[],[]
0,1,2,1,1,1,1,1,[],[]
0,2,0,0,0,0,0,0,[0. 0. 0. 0. 0. 0. 0. 0.],[0 0 0 0 0 0 0 0]
0,2,0,0,0,0,0,1,[0. 0. 0. 0.],[0 0 0 0]
0,2,0,0,0,0,1,0,[0. 0.],[0 0]
0,2,0,0,0,0,1,1,[],[]
0,2,0,0,0,1,0,0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
0,2,0,0,0,1,0,1,[0. 0. 0. 0. 0.],[0 0 0 0 0]
0,2,0,0,0,1,1,0,[],[]
0,2,0,0,0,1,1,1,[],[]
0,2,0,0,1,0,0,0,[0.76 0.07 0.11 0.38 0.32],[0 0 0 1 0]
0,2,0,0,1,0,0,1,[0.1  0.15 0.02],[0 1 0]
0,2,0,0,1,0,1,0,[0.05],[1]
0,2,0,0,1,0,1,1,[],[]
0,2,0,0,1,1,0,0,[0.05 0.89 0.74 0.38],[1 1 0 0]
0,2,0,0,1,1,0,1,[0.11 0.78],[0 0]
0,2,0,0,1,1,1,0,[],[]
0,2,0,0,1,1,1,1,[],[]
0,2,0,1,0,0,0,0,[0. 0.],[0 0]
0,2,0,1,0,0,0,1,[0. 0. 0. 0. 0. 0.],[0 0 0 0 0 0]
0,2,0,1,0,0,1,0,[],[]
0,2,0,1,0,0,1,1,[0.],[0]
0,2,0,1,0,1,0,0,[0. 0. 0.],[0 0 0]
0,2,0,1,0,1,0,1,[0. 0. 0. 0.],[0 0 0 0]
0,2,0,1,0,1,1,0,[],[]
0,2,0,1,0,1,1,1,[],[]
0,2,0,1,1,0,0,0,[],[]
0,2,0,1,1,0,0,1,[0.07],[0]
0,2,0,1,1,0,1,0,[],[]
0,2,0,1,1,0,1,1,[],[]
0,2,0,1,1,1,0,0,[0.62 0.23],[1 0]
0,2,0,1,1,1,0,1,[0.11 0.1 ],[1 0]
0,2,0,1,1,1,1,0,[],[]
0,2,0,1,1,1,1,1,[],[]
0,2,1,0,0,0,0,0,[0. 0. 0.],[0 0 0]
0,2,1,0,0,0,0,1,[],[]
0,2,1,0,0,0,1,0,[],[]
0,2,1,0,0,0,1,1,[],[]
0,2,1,0,0,1,0,0,[0.],[0]
0,2,1,0,0,1,0,1,[0. 0.],[0 0]
0,2,1,0,0,1,1,0,[],[]
0,2,1,0,0,1,1,1,[],[]
0,2,1,0,1,0,0,0,[],[]
0,2,1,0,1,0,0,1,[],[]
0,2,1,0,1,0,1,0,[],[]
0,2,1,0,1,0,1,1,[],[]
0,2,1,0,1,1,0,0,[],[]
0,2,1,0,1,1,0,1,[],[]
0,2,1,0,1,1,1,0,[],[]
0,2,1,0,1,1,1,1,[],[]
0,2,1,1,0,0,0,0,[0. 0. 0.],[0 0 0]
0,2,1,1,0,0,0,1,[],[]
0,2,1,1,0,0,1,0,[],[]
0,2,1,1,0,0,1,1,[],[]
0,2,1,1,0,1,0,0,[0. 0. 0. 0.],[0 0 0 0]
0,2,1,1,0,1,0,1,[0. 0.],[0 0]
0,2,1,1,0,1,1,0,[],[]
0,2,1,1,0,1,1,1,[],[]
0,2,1,1,1,0,0,0,[0.02 0.08],[0 0]
0,2,1,1,1,0,0,1,[0.   0.64],[0 1]
0,2,1,1,1,0,1,0,[0.01],[0]
0,2,1,1,1,0,1,1,[],[]
0,2,1,1,1,1,0,0,[0.17 0.46],[1 1]
0,2,1,1,1,1,0,1,[],[]
0,2,1,1,1,1,1,0,[],[]
0,2,1,1,1,1,1,1,[],[]
0,2,2,0,0,0,0,0,[0. 0.],[0 0]
0,2,2,0,0,0,0,1,[0. 0. 0. 0.],[0 0 0 0]
0,2,2,0,0,0,1,0,[],[]
0,2,2,0,0,0,1,1,[],[]
0,2,2,0,0,1,0,0,[0.],[0]
0,2,2,0,0,1,0,1,[],[]
0,2,2,0,0,1,1,0,[],[]
0,2,2,0,0,1,1,1,[],[]
0,2,2,0,1,0,0,0,[0.04],[0]
0,2,2,0,1,0,0,1,[0.03],[0]
0,2,2,0,1,0,1,0,[],[]
0,2,2,0,1,0,1,1,[0.],[0]
0,2,2,0,1,1,0,0,[0.35],[0]
0,2,2,0,1,1,0,1,[],[]
0,2,2,0,1,1,1,0,[],[]
0,2,2,0,1,1,1,1,[],[]
0,2,2,1,0,0,0,0,[0. 0. 0.],[0 0 0]
0,2,2,1,0,0,0,1,[0.],[0]
0,2,2,1,0,0,1,0,[],[]
0,2,2,1,0,0,1,1,[0.],[0]
0,2,2,1,0,1,0,0,[0.],[0]
0,2,2,1,0,1,0,1,[0. 0.],[0 0]
0,2,2,1,0,1,1,0,[],[]
0,2,2,1,0,1,1,1,[],[]
0,2,2,1,1,0,0,0,[0.09 0.01 0.02],[0 0 0]
0,2,2,1,1,0,0,1,[0.03 0.01],[0 0]
0,2,2,1,1,0,1,0,[],[]
0,2,2,1,1,0,1,1,[],[]
0,2,2,1,1,1,0,0,[0.18 0.07],[0 0]
0,2,2,1,1,1,0,1,[],[]
0,2,2,1,1,1,1,0,[],[]
0,2,2,1,1,1,1,1,[],[]
1,0,0,0,0,0,0,0,[],[]
1,0,0,0,0,0,0,1,[],[]
1,0,0,0,0,0,1,0,[],[]
1,0,0,0,0,0,1,1,[],[]
1,0,0,0,0,1,0,0,[],[]
1,0,0,0,0,1,0,1,[],[]
1,0,0,0,0,1,1,0,[],[]
1,0,0,0,0,1,1,1,[],[]
1,0,0,0,1,0,0,0,[],[]
1,0,0,0,1,0,0,1,[],[]
1,0,0,0,1,0,1,0,[],[]
1,0,0,0,1,0,1,1,[],[]
1,0,0,0,1,1,0,0,[],[]
1,0,0,0,1,1,0,1,[],[]
1,0,0,0,1,1,1,0,[],[]
1,0,0,0,1,1,1,1,[],[]
1,0,0,1,0,0,0,0,[],[]
1,0,0,1,0,0,0,1,[],[]
1,0,0,1,0,0,1,0,[],[]
1,0,0,1,0,0,1,1,[],[]
1,0,0,1,0,1,0,0,[],[]
1,0,0,1,0,1,0,1,[],[]
1,0,0,1,0,1,1,0,[],[]
1,0,0,1,0,1,1,1,[],[]
1,0,0,1,1,0,0,0,[],[]
1,0,0,1,1,0,0,1,[],[]
1,0,0,1,1,0,1,0,[],[]
1,0,0,1,1,0,1,1,[],[]
1,0,0,1,1,1,0,0,[],[]
1,0,0,1,1,1,0,1,[],[]
1,0,0,1,1,1,1,0,[],[]
1,0,0,1,1,1,1,1,[],[]
1,0,1,0,0,0,0,0,[],[]
1,0,1,0,0,0,0,1,[],[]
1,0,1,0,0,0,1,0,[],[]
1,0,1,0,0,0,1,1,[],[]
1,0,1,0,0,1,0,0,[],[]
1,0,1,0,0,1,0,1,[],[]
1,0,1,0,0,1,1,0,[],[]
1,0,1,0,0,1,1,1,[],[]
1,0,1,0,1,0,0,0,[],[]
1,0,1,0,1,0,0,1,[],[]
1,0,1,0,1,0,1,0,[],[]
1,0,1,0,1,0,1,1,[],[]
1,0,1,0,1,1,0,0,[],[]
1,0,1,0,1,1,0,1,[],[]
1,0,1,0,1,1,1,0,[],[]
1,0,1,0,1,1,1,1,[],[]
1,0,1,1,0,0,0,0,[],[]
1,0,1,1,0,0,0,1,[],[]
1,0,1,1,0,0,1,0,[],[]
1,0,1,1,0,0,1,1,[],[]
1,0,1,1,0,1,0,0,[],[]
1,0,1,1,0,1,0,1,[],[]
1,0,1,1,0,1,1,0,[],[]
1,0,1,1,0,1,1,1,[],[]
1,0,1,1,1,0,0,0,[],[]
1,0,1,1,1,0,0,1,[],[]
1,0,1,1,1,0,1,0,[],[]
1,0,1,1,1,0,1,1,[],[]
1,0,1,1,1,1,0,0,[],[]
1,0,1,1,1,1,0,1,[],[]
1,0,1,1,1,1,1,0,[],[]
1,0,1,1,1,1,1,1,[],[]
1,0,2,0,0,0,0,0,[],[]
1,0,2,0,0,0,0,1,[],[]
1,0,2,0,0,0,1,0,[],[]
1,0,2,0,0,0,1,1,[],[]
1,0,2,0,0,1,0,0,[],[]
1,0,2,0,0,1,0,1,[],[]
1,0,2,0,0,1,1,0,[],[]
1,0,2,0,0,1,1,1,[],[]
1,0,2,0,1,0,0,0,[],[]
1,0,2,0,1,0,0,1,[],[]
1,0,2,0,1,0,1,0,[],[]
1,0,2,0,1,0,1,1,[],[]
1,0,2,0,1,1,0,0,[],[]
1,0,2,0,1,1,0,1,[],[]
1,0,2,0,1,1,1,0,[],[]
1,0,2,0,1,1,1,1,[],[]
1,0,2,1,0,0,0,0,[],[]
1,0,2,1,0,0,0,1,[],[]
1,0,2,1,0,0,1,0,[],[]
1,0,2,1,0,0,1,1,[],[]
1,0,2,1,0,1,0,0,[],[]
1,0,2,1,0,1,0,1,[],[]
1,0,2,1,0,1,1,0,[],[]
1,0,2,1,0,1,1,1,[],[]
1,0,2,1,1,0,0,0,[],[]
1,0,2,1,1,0,0,1,[],[]
1,0,2,1,1,0,1,0,[],[]
1,0,2,1,1,0,1,1,[],[]
1,0,2,1,1,1,0,0,[],[]
1,0,2,1,1,1,0,1,[],[]
1,0,2,1,1,1,1,0,[],[]
1,0,2,1,1,1,1,1,[],[]
1,1,0,0,0,0,0,0,[],[]
1,1,0,0,0,0,0,1,[],[]
1,1,0,0,0,0,1,0,[],[]
1,1,0,0,0,0,1,1,[],[]
1,1,0,0,0,1,0,0,[],[]
1,1,0,0,0,1,0,1,[],[]
1,1,0,0,0,1,1,0,[],[]
1,1,0,0,0,1,1,1,[],[]
1,1,0,0,1,0,0,0,[],[]
1,1,0,0,1,0,0,1,[],[]
1,1,0,0,1,0,1,0,[],[]
1,1,0,0,1,0,1,1,[],[]
1,1,0,0,1,1,0,0,[],[]
1,1,0,0,1,1,0,1,[],[]
1,1,0,0,1,1,1,0,[],[]
1,1,0,0,1,1,1,1,[],[]
1,1,0,1,0,0,0,0,[],[]
1,1,0,1,0,0,0,1,[],[]
1,1,0,1,0,0,1,0,[],[]
1,1,0,1,0,0,1,1,[],[]
1,1,0,1,0,1,0,0,[],[]
1,1,0,1,0,1,0,1,[],[]
1,1,0,1,0,1,1,0,[],[]
1,1,0,1,0,1,1,1,[],[]
1,1,0,1,1,0,0,0,[],[]
1,1,0,1,1,0,0,1,[],[]
1,1,0,1,1,0,1,0,[],[]
1,1,0,1,1,0,1,1,[],[]
1,1,0,1,1,1,0,0,[],[]
1,1,0,1,1,1,0,1,[],[]
1,1,0,1,1,1,1,0,[],[]
1,1,0,1,1,1,1,1,[],[]
1,1,1,0,0,0,0,0,[],[]
1,1,1,0,0,0,0,1,[],[]
1,1,1,0,0,0,1,0,[],[]
1,1,1,0,0,0,1,1,[],[]
1,1,1,0,0,1,0,0,[],[]
1,1,1,0,0,1,0,1,[],[]
1,1,1,0,0,1,1,0,[],[]
1,1,1,0,0,1,1,1,[],[]
1,1,1,0,1,0,0,0,[],[]
1,1,1,0,1,0,0,1,[],[]
1,1,1,0,1,0,1,0,[],[]
1,1,1,0,1,0,1,1,[],[]
1,1,1,0,1,1,0,0,[],[]
1,1,1,0,1,1,0,1,[],[]
1,1,1,0,1,1,1,0,[],[]
1,1,1,0,1,1,1,1,[],[]
1,1,1,1,0,0,0,0,[],[]
1,1,1,1,0,0,0,1,[],[]
1,1,1,1,0,0,1,0,[],[]
1,1,1,1,0,0,1,1,[],[]
1,1,1,1,0,1,0,0,[],[]
1,1,1,1,0,1,0,1,[],[]
1,1,1,1,0,1,1,0,[],[]
1,1,1,1,0,1,1,1,[],[]
1,1,1,1,1,0,0,0,[],[]
1,1,1,1,1,0,0,1,[],[]
1,1,1,1,1,0,1,0,[],[]
1,1,1,1,1,0,1,1,[],[]
1,1,1,1,1,1,0,0,[],[]
1,1,1,1,1,1,0,1,[],[]
1,1,1,1,1,1,1,0,[],[]
1,1,1,1,1,1,1,1,[],[]
1,1,2,0,0,0,0,0,[],[]
1,1,2,0,0,0,0,1,[],[]
1,1,2,0,0,0,1,0,[],[]
1,1,2,0,0,0,1,1,[],[]
1,1,2,0,0,1,0,0,[],[]
1,1,2,0,0,1,0,1,[],[]
1,1,2,0,0,1,1,0,[],[]
1,1,2,0,0,1,1,1,[],[]
1,1,2,0,1,0,0,0,[],[]
1,1,2,0,1,0,0,1,[],[]
1,1,2,0,1,0,1,0,[],[]
1,1,2,0,1,0,1,1,[],[]
1,1,2,0,1,1,0,0,[],[]
1,1,2,0,1,1,0,1,[],[]
1,1,2,0,1,1,1,0,[],[]
1,1,2,0,1,1,1,1,[],[]
1,1,2,1,0,0,0,0,[],[]
1,1,2,1,0,0,0,1,[],[]
1,1,2,1,0,0,1,0,[],[]
1,1,2,1,0,0,1,1,[],[]
1,1,2,1,0,1,0,0,[],[]
1,1,2,1,0,1,0,1,[],[]
1,1,2,1,0,1,1,0,[],[]
1,1,2,1,0,1,1,1,[],[]
1,1,2,1,1,0,0,0,[],[]
1,1,2,1,1,0,0,1,[],[]
1,1,2,1,1,0,1,0,[],[]
1,1,2,1,1,0,1,1,[],[]
1,1,2,1,1,1,0,0,[],[]
1,1,2,1,1,1,0,1,[],[]
1,1,2,1,1,1,1,0,[],[]
1,1,2,1,1,1,1,1,[],[]
1,2,0,0,0,0,0,0,[],[]
1,2,0,0,0,0,0,1,[],[]
1,2,0,0,0,0,1,0,[],[]
1,2,0,0,0,0,1,1,[],[]
1,2,0,0,0,1,0,0,[],[]
1,2,0,0,0,1,0,1,[],[]
1,2,0,0,0,1,1,0,[],[]
1,2,0,0,0,1,1,1,[],[]
1,2,0,0,1,0,0,0,[],[]
1,2,0,0,1,0,0,1,[],[]
1,2,0,0,1,0,1,0,[],[]
1,2,0,0,1,0,1,1,[],[]
1,2,0,0,1,1,0,0,[],[]
1,2,0,0,1,1,0,1,[],[]
1,2,0,0,1,1,1,0,[],[]
1,2,0,0,1,1,1,1,[],[]
1,2,0,1,0,0,0,0,[],[]
1,2,0,1,0,0,0,1,[],[]
1,2,0,1,0,0,1,0,[],[]
1,2,0,1,0,0,1,1,[],[]
1,2,0,1,0,1,0,0,[],[]
1,2,0,1,0,1,0,1,[],[]
1,2,0,1,0,1,1,0,[],[]
1,2,0,1,0,1,1,1,[],[]
1,2,0,1,1,0,0,0,[],[]
1,2,0,1,1,0,0,1,[],[]
1,2,0,1,1,0,1,0,[],[]
1,2,0,1,1,0,1,1,[],[]
1,2,0,1,1,1,0,0,[],[]
1,2,0,1,1,1,0,1,[],[]
1,2,0,1,1,1,1,0,[],[]
1,2,0,1,1,1,1,1,[],[]
1,2,1,0,0,0,0,0,[],[]
1,2,1,0,0,0,0,1,[],[]
1,2,1,0,0,0,1,0,[],[]
1,2,1,0,0,0,1,1,[],[]
1,2,1,0,0,1,0,0,[],[]
1,2,1,0,0,1,0,1,[],[]
1,2,1,0,0,1,1,0,[],[]
1,2,1,0,0,1,1,1,[],[]
1,2,1,0,1,0,0,0,[],[]
1,2,1,0,1,0,0,1,[],[]
1,2,1,0,1,0,1,0,[],[]
1,2,1,0,1,0,1,1,[],[]
1,2,1,0,1,1,0,0,[],[]
1,2,1,0,1,1,0,1,[],[]
1,2,1,0,1,1,1,0,[],[]
1,2,1,0,1,1,1,1,[],[]
1,2,1,1,0,0,0,0,[],[]
1,2,1,1,0,0,0,1,[],[]
1,2,1,1,0,0,1,0,[],[]
1,2,1,1,0,0,1,1,[],[]
1,2,1,1,0,1,0,0,[],[]
1,2,1,1,0,1,0,1,[],[]
1,2,1,1,0,1,1,0,[],[]
1,2,1,1,0,1,1,1,[],[]
1,2,1,1,1,0,0,0,[],[]
1,2,1,1,1,0,0,1,[],[]
1,2,1,1,1,0,1,0,[],[]
1,2,1,1,1,0,1,1,[],[]
1,2,1,1,1,1,0,0,[],[]
1,2,1,1,1,1,0,1,[],[]
1,2,1,1,1,1,1,0,[],[]
1,2,1,1,1,1,1,1,[],[]
1,2,2,0,0,0,0,0,[],[]
1,2,2,0,0,0,0,1,[],[]
1,2,2,0,0,0,1,0,[],[]
1,2,2,0,0,0,1,1,[],[]
1,2,2,0,0,1,0,0,[],[]
1,2,2,0,0,1,0,1,[],[]
1,2,2,0,0,1,1,0,[],[]
1,2,2,0,0,1,1,1,[],[]
1,2,2,0,1,0,0,0,[],[]
1,2,2,0,1,0,0,1,[],[]
1,2,2,0,1,0,1,0,[],[]
1,2,2,0,1,0,1,1,[],[]
1,2,2,0,1,1,0,0,[],[]
1,2,2,0,1,1,0,1,[],[]
1,2,2,0,1,1,1,0,[],[]
1,2,2,0,1,1,1,1,[],[]
1,2,2,1,0,0,0,0,[],[]
1,2,2,1,0,0,0,1,[],[]
1,2,2,1,0,0,1,0,[],[]
1,2,2,1,0,0,1,1,[],[]
1,2,2,1,0,1,0,0,[],[]
1,2,2,1,0,1,0,1,[],[]
1,2,2,1,0,1,1,0,[],[]
1,2,2,1,0,1,1,1,[],[]
1,2,2,1,1,0,0,0,[],[]
1,2,2,1,1,0,0,1,[],[]
1,2,2,1,1,0,1,0,[],[]
1,2,2,1,1,0,1,1,[],[]
1,2,2,1,1,1,0,0,[],[]
1,2,2,1,1,1,0,1,[],[]
1,2,2,1,1,1,1,0,[],[]
1,2,2,1,1,1,1,1,[],[]
